price,ranks,title,no_of_reviews,ratings,author,cover_type,year,genre
9.98,17.0,The Help,"18,068",4.8,Kathryn Stockett,Paperback,2011.0,Fiction
12.1,18.0,The Immortal Life of Henrietta Lacks,"16,936",4.7,Rebecca Skloot,Paperback,2011.0,Non Fiction
16.43,19.0,11/22/63: A Novel,"3,115",4.7,Stephen King,Hardcover,2011.0,Fiction
41.0,20.0,The Official SAT Study Guide,"1,526",4.4,The College Board,Paperback,2011.0,Non Fiction
7.53,21.0,"Jesus Calling, Padded Hardcover, with Scripture references","31,196",4.9,Sarah Young,Hardcover,2011.0,Non Fiction
59.9,22.0,The Hunger Games Trilogy Boxed Set,"27,185",4.8,Suzanne Collins,Hardcover,2011.0,Fiction
12.0,23.0,Cutting for Stone,"6,790",4.6,Abraham Verghese,Paperback,2011.0,Fiction
10.28,24.0,Tina Fey: Bossypants,"8,169",4.3,Tina Fey,Hardcover,2011.0,Non Fiction
15.96,25.0,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman","6,580",4.4,Timothy Ferriss,Hardcover,2011.0,Non Fiction
14.49,26.0,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin","7,589",4.5,Eric Larson,Hardcover,2011.0,Non Fiction
23.99,27.0,The 5 Love Languages: The Secret to Love That Lasts,"7,012",4.7,Gary Chapman,Paperback,2011.0,Non Fiction
16.48,28.0,Crazy Love: Overwhelmed by a Relentless God,"1,920",4.7,Francis Chan,Paperback,2011.0,Non Fiction
18.19,29.0,A Stolen Life: A Memoir,"6,155",4.7,Jaycee Dugard,Hardcover,2011.0,Non Fiction
11.93,30.0,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),"11,051",4.7,Stieg Larsson,Hardcover,2011.0,Fiction
11.28,31.0,Water for Elephants: A Novel,"4,923",4.5,Sara Gruen,Paperback,2011.0,Fiction
20.72,32.0,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition","6,296",4.6,Patrick Lencioni,Hardcover,2011.0,Non Fiction
12.8,33.0,The Lego Ideas Book: Unlock Your Imagination,"9,887",4.5,Daniel Lipkowitz,Hardcover,2011.0,Non Fiction
17.12,34.0,One Thousand Gifts: A Dare to Live Fully Right Where You Are,"4,514",4.6,Ann Voskamp,Hardcover,2011.0,Non Fiction
19.99,35.0,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"1,676",4.6,Stephen R. Covey,Paperback,2011.0,Non Fiction
13.91,36.0,"The Throne of Fire (The Kane Chronicles, Book 2)","3,821",4.8,Rick Riordan,Hardcover,2011.0,Fiction
9.99,37.0,"Dead Reckoning (Sookie Stackhouse/True Blood, Book 11)","3,567",4.5,Charlaine Harris,Hardcover,2011.0,Fiction
16.5,38.0,Good to Great: Why Some Companies Make the Leap and Others Don't,"5,803",4.5,Jim Collins,Hardcover,2011.0,Non Fiction
19.0,39.0,The Litigators,"11,507",4.5,John Grisham,Hardcover,2011.0,Fiction
20.65,40.0,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived","2,172",4.4,Rob Bell,Hardcover,2011.0,Non Fiction
10.49,41.0,The Help,"18,068",4.8,Kathryn Stockett,Paperback,2011.0,Fiction
23.87,42.0,"Thinking, Fast and Slow","29,732",4.6,Daniel Kahneman,Hardcover,2011.0,Non Fiction
15.99,43.0,The Paris Wife: A Novel,"5,284",4.4,Paula McLain,Hardcover,2011.0,Fiction
9.21,44.0,Radical: Taking Back Your Faith from the American Dream,"2,727",4.7,David Platt,Paperback,2011.0,Non Fiction
9.8,45.0,The Art of Racing in the Rain: A Novel,"16,418",4.7,Garth Stein,Paperback,2011.0,Fiction
22.99,46.0,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,860,4.5,Doug Lemov,Paperback,2011.0,Non Fiction
12.99,47.0,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition","9,950",4.5,Joel Fuhrman MD,Paperback,2011.0,Non Fiction
24.0,48.0,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health","5,331",4.7,Thomas Campbell,Paperback,2011.0,Non Fiction
18.0,49.0,What to Expect When You're Expecting,"29,389",4.8,Heidi Murkoff,Paperback,2011.0,Non Fiction
18.89,51.0,The Best of Me,"8,837",4.6,Nicholas Sparks,Hardcover,2011.0,Fiction
13.08,52.0,Jacqueline Kennedy: Historic Conversations on Life with John F. Kennedy,669,4.4,Jacqueline Kennedy,Hardcover,2011.0,Non Fiction
9.49,53.0,The Girl with the Dragon Tattoo (Millennium Series),"15,466",4.5,Stieg Larsson,Paperback,2011.0,Fiction
25.41,54.0,The Greater Journey: Americans in Paris,"1,694",4.5,David McCullough,Hardcover,2011.0,Non Fiction
16.99,55.0,Switch: How to Change Things When Change Is Hard,"3,912",4.6,Chip Heath,Hardcover,2011.0,Non Fiction
11.99,56.0,Every Thing On It,"1,753",4.9,Shel Silverstein,Hardcover,2011.0,Fiction
10.41,57.0,Miss Peregrine's Home for Peculiar Children,"13,221",4.5,Ransom Riggs,Hardcover,2011.0,Fiction
13.58,58.0,Moonwalking With Einstein: The Art and Science of Remembering Everything,"5,965",4.5,Joshua Foer,Hardcover,2011.0,Non Fiction
6.79,59.0,The Great Gatsby: The Only Authorized Edition,"18,656",4.5,F. Scott Fitzgerald,Paperback,2011.0,Fiction
13.78,60.0,The Help,"18,068",4.8,Kathryn Stockett,Hardcover,2011.0,Fiction
21.99,61.0,1Q84: A novel,"4,649",4.4,Haruki Murakami,Hardcover,2011.0,Fiction
13.81,62.0,Boomerang: Travels in the New Third World,"1,774",4.5,Michael Lewis,Hardcover,2011.0,Non Fiction
16.13,63.0,Who Moved My Cheese,"16,756",4.6,Spencer Johnson,Hardcover,2011.0,Fiction
15.64,64.0,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow","2,349",4.5,Tom Rath,Hardcover,2011.0,Non Fiction
17.36,65.0,Elder Scrolls V: Skyrim: Prima Official Game Guide,"1,781",4.6,David Hodgson,Paperback,2011.0,Non Fiction
12.06,66.0,The Glass Castle: A Memoir (book),"19,006",4.6,Jeannette Walls,Paperback,2011.0,Non Fiction
6.99,67.0,The Book Thief,"34,536",4.7,Markus Zusak,Paperback,2011.0,Fiction
13.39,68.0,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich","18,929",4.5,Timothy Ferriss,Hardcover,2011.0,Non Fiction
8.48,69.0,"Oh, the Places You'll Go!","42,848",4.9,Dr. Seuss,Hardcover,2011.0,Fiction
8.93,70.0,Through My Eyes,"1,003",4.7,Tim Tebow,Hardcover,2011.0,Non Fiction
22.79,71.0,The Land of Painted Caves: A Novel (Earth's Children),"6,293",4.2,Jean M. Auel,Hardcover,2011.0,Fiction
14.52,72.0,"The Social Animal: The Hidden Sources of Love, Character, and Achievement",865,4.5,David Brooks,Hardcover,2011.0,Non Fiction
24.33,73.0,A Guide to the Project Management Body of Knowledge,726,4.4,Project Management Institute,Paperback,2011.0,Non Fiction
12.94,74.0,Guinness World Records 2012,489,4.6,Guinness World Records,Hardcover,2011.0,Non Fiction
19.1,75.0,State of Wonder,"3,966",4.2,Ann Patchett,Hardcover,2011.0,Fiction
11.59,76.0,A Visit from the Goon Squad,"4,365",4.0,Jennifer Egan,Paperback,2011.0,Fiction
16.2,77.0,"Prevent And Reverse Heart Disease: The Revolutionary, Scientifically Proven, Nutrition-Based Cure",5774,4.6,Caldwell B. Esselstyn Jr.,Paperback,2011.0,Non Fiction
38.86,78.0,Harry Potter Paperback Box Set (Books 1-7),"91,628",4.9,J. K. Rowling,Paperback,2011.0,Fiction
14.99,79.0,Explosive Eighteen: A Stephanie Plum Novel (Stephanie Plum Novels),"4,629",4.6,Janet Evanovich,Hardcover,2011.0,Fiction
15.98,80.0,The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,"11,732",4.6,Sean Covey,Paperback,2011.0,Non Fiction
16.97,81.0,"Delivering Happiness: A Path to Profits, Passion, and Purpose","3,242",4.6,Tony Hsieh,Hardcover,2011.0,Non Fiction
14.53,82.0,"The Lost Hero (Heroes of Olympus, Book 1)","11,549",4.8,Rick Riordan,Hardcover,2011.0,Fiction
10.43,83.0,Room,"9,750",4.5,Emma Donoghue,Paperback,2011.0,Fiction
13.49,84.0,Hotel on the Corner of Bitter and Sweet,"6,239",4.6,Jamie Ford,Paperback,2011.0,Fiction
12.99,85.0,The Tipping Point: How Little Things Can Make a Big Difference,"5,732",4.4,Malcolm Gladwell,Paperback,2011.0,Non Fiction
14.98,86.0,Emotional Intelligence 2.0,"10,429",4.5,Travis Bradberry,Hardcover,2011.0,Non Fiction
15.71,87.0,Outliers: The Story of Success,"22,209",4.7,Malcolm Gladwell,Paperback,2011.0,Non Fiction
8.69,88.0,Forks Over Knives: The Plant-Based Way to Health. The #1 New York Times Bestseller,"2,800",4.5,Gene Stone,Paperback,2011.0,Non Fiction
11.12,89.0,The Girl Who Played with Fire (Millennium Series),"10,693",4.7,Stieg Larsson,Paperback,2011.0,Fiction
20.25,90.0,"Hungry Girl 300 Under 300: 300 Breakfast, Lunch & Dinner Dishes Under 300 Calories","1,156",4.4,Lisa Lillien,Paperback,2011.0,Non Fiction
25.0,91.0,The Alchemist,"3,816",4.7,Paulo Coelho,Paperback,2011.0,Fiction
24.95,92.0,Getting Things Done: The Art of Stress-Free Productivity,"4,736",4.6,David Allen,Paperback,2011.0,Non Fiction
13.03,93.0,The Invention of Hugo Cabret,"2,654",4.8,Brian Selznick,Hardcover,2011.0,Fiction
17.89,94.0,"Now, Discover Your Strengths: The revolutionary Gallup program that shows you how to develop your unique talents and strengths",776,3.5,Gallup,Hardcover,2011.0,Non Fiction
10.79,95.0,Drive: The Surprising Truth About What Motivates Us,"5,489",4.5,Daniel H. Pink,Paperback,2011.0,Non Fiction
14.44,96.0,Smokin' Seventeen (Stephanie Plum),"3,762",4.6,Janet Evanovich,Hardcover,2011.0,Fiction
20.61,97.0,"""Moleskine Classic Notebook, Hard Cover, Large (5"""" x 8.25"""") Ruled/Lined, Black, 240 Pages""","22,268",4.8,Moleskine Store,Hardcover,2018,Non Fiction
8.79,98.0,The Big Short: Inside the Doomsday Machine,"5,893",4.7,Michael Lewis,Paperback,2011.0,Non Fiction
9.99,99.0,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen","11,833",4.7,Christopher McDougall,Paperback,2011.0,Non Fiction
39.99,100.0,The Official Guide for GMAT Review,303,4.4,GMAC (Graduate Management Admission Council),Paperback,2011.0,Non Fiction
13.99,1.0,"Fifty Shades Of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades Of Grey Series, 1)","60,233",4.0,E L James,Paperback,2012.0,Fiction
13.99,2.0,Fifty Shades Darker,"32,887",4.5,E L James,Paperback,2012.0,Fiction
13.88,3.0,"Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition) (Fifty Shades Of Grey Series, 3)","32,375",4.5,E L James,Paperback,2012.0,Fiction
11.69,4.0,The Hunger Games (Book 1),"42,770",4.7,Suzanne Collins,Paperback,2012.0,Fiction
18.29,5.0,StrengthsFinder 2.0,"7,082",4.1,Gallup,Hardcover,2012.0,Non Fiction
19.49,6.0,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),"38,220",4.6,E L James,Paperback,2012.0,Fiction
9.49,7.0,Catching Fire (The Hunger Games),"32,459",4.7,Suzanne Collins,Hardcover,2012.0,Fiction
9.08,8.0,Mockingjay (The Hunger Games),"37,034",4.6,Suzanne Collins,Hardcover,2012.0,Fiction
13.95,9.0,"The Third Wheel (Diary of a Wimpy Kid, Book 7)","12,521",4.7,Jeff Kinney,Hardcover,2012.0,Fiction
16.89,10.0,No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,"9,676",4.6,Mark Owen,Hardcover,2012.0,Non Fiction
59.9,11.0,The Hunger Games Trilogy Boxed Set,"27,185",4.8,Suzanne Collins,Hardcover,2012.0,Fiction
15.21,12.0,Gone Girl,"66,978",4.1,Gillian Flynn,Hardcover,2012.0,Fiction
11.26,13.0,"The Mark of Athena (Heroes of Olympus, Book 3)","13,958",4.8,Rick Riordan,Hardcover,2012.0,Fiction
41.0,14.0,The Official SAT Study Guide,"1,526",4.4,The College Board,Paperback,2012.0,Non Fiction
54.98,15.0,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,"6,354",4.6,George R.R. Martin,Mass Market Paperback,2012.0,Fiction
17.68,16.0,Killing Kennedy: The End of Camelot,"10,410",4.6,Bill O'Reilly,Hardcover,2012.0,Non Fiction
24.29,17.0,"Publication Manual of the American Psychological Association, 6th Edition","12,674",4.5,American Psychological Association,Paperback,2012.0,Non Fiction
9.99,18.0,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),"10,849",4.7,Bill O'Reilly,Hardcover,2012.0,Non Fiction
14.54,19.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","33,629",4.8,Laura Hillenbrand,Hardcover,2012.0,Non Fiction
12.79,20.0,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,"16,915",4.4,Eben Alexander,Paperback,2012.0,Non Fiction
23.99,21.0,The 5 Love Languages: The Secret to Love That Lasts,"7,012",4.7,Gary Chapman,Paperback,2012.0,Non Fiction
17.99,22.0,Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,"2,346",4.8,Ina Garten,Hardcover,2012.0,Non Fiction
23.87,23.0,"Thinking, Fast and Slow","29,732",4.6,Daniel Kahneman,Hardcover,2012.0,Non Fiction
11.0,24.0,The Casual Vacancy,"10,955",3.4,J.K. Rowling,Hardcover,2012.0,Fiction
9.49,25.0,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,"19,005",4.7,Jonathan Cahn,Paperback,2012.0,Fiction
19.19,26.0,The Power of Habit: Why We Do What We Do in Life and Business,"22,727",4.7,Charles Duhigg,Hardcover,2012.0,Non Fiction
17.33,27.0,Steve Jobs,"12,780",4.7,Walter Isaacson,Hardcover,2012.0,Non Fiction
13.96,28.0,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health","8,638",4.4,William Davis,Hardcover,2012.0,Non Fiction
8.48,29.0,"Oh, the Places You'll Go!","42,848",4.9,Dr. Seuss,Hardcover,2012.0,Fiction
19.99,30.0,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"1,676",4.6,Stephen R. Covey,Paperback,2012.0,Non Fiction
20.72,31.0,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition","6,269",4.6,Patrick Lencioni,Hardcover,2012.0,Non Fiction
23.01,32.0,Quiet: The Power of Introverts in a World That Can't Stop Talking,"20,015",4.6,Susan Cain,Hardcover,2012.0,Non Fiction
6.79,33.0,The Great Gatsby: The Only Authorized Edition,"18,656",4.5,F. Scott Fitzgerald,Paperback,2012.0,Fiction
20.15,34.0,The Racketeer,"24,614",4.4,John Grisham,Hardcover,2012.0,Fiction
13.95,35.0,"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!","2,489",4.3,Mark Hyman M.D.,Hardcover,2012.0,Non Fiction
14.48,36.0,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)","20,089",4.9,Sherri Duskey Rinker,Hardcover,2012.0,Fiction
12.1,37.0,The Immortal Life of Henrietta Lacks,"16,936",4.7,Rebecca Skloot,Paperback,2012.0,Non Fiction
11.06,38.0,The Fault in Our Stars,"62,087",4.7,John Green,Hardcover,2012.0,Fiction
12.58,39.0,"The Serpent's Shadow (The Kane Chronicles, Book 3)","4,883",4.8,Rick Riordan,Hardcover,2012.0,Fiction
17.12,40.0,One Thousand Gifts: A Dare to Live Fully Right Where You Are,"4,514",4.6,Ann Voskamp,Hardcover,2012.0,Non Fiction
18.24,41.0,Wild: From Lost to Found on the Pacific Crest Trail,"23,549",4.5,Cheryl Strayed,Hardcover,2012.0,Non Fiction
13.98,42.0,Winter of the World: Book Two of the Century Trilogy,"18,184",4.6,Ken Follett,Hardcover,2012.0,Fiction
13.32,43.0,The Pioneer Woman Cooks: Food from My Frontier,"4,667",4.8,Ree Drummond,Hardcover,2012.0,Non Fiction
12.8,44.0,The Lego Ideas Book: Unlock Your Imagination,"9,887",4.5,Daniel Lipkowitz,Hardcover,2012.0,Non Fiction
10.24,45.0,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,"17,368",4.7,Todd Burpo,Paperback,2012.0,Non Fiction
7.53,46.0,"Jesus Calling, Padded Hardcover, with Scripture references","31,196",4.9,Sarah Young,Hardcover,2012.0,Non Fiction
12.99,47.0,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition","9,950",4.5,Joel Fuhrman MD,Paperback,2012.0,Non Fiction
17.65,48.0,Thomas Jefferson: The Art of Power,"2,922",4.6,Jon Meacham,Hardcover,2012.0,Non Fiction
16.5,49.0,Good to Great: Why Some Companies Make the Leap and Others Don't,"5,803",4.5,Jim Collins,Hardcover,2012.0,Non Fiction
9.6,50.0,The Amateur,"2,707",4.5,Edward Klein,Hardcover,2012.0,Non Fiction
17.14,51.0,The Smitten Kitchen Cookbook: Recipes and Wisdom from an Obsessive Home Cook,"1,834",4.7,Deb Perelman,Hardcover,2012.0,Non Fiction
18.0,52.0,What to Expect When You're Expecting,"29,389",4.8,Heidi Murkoff,Paperback,2012.0,Non Fiction
27.49,53.0,The Walking Dead: Compendium One,"7,562",4.8,Robert Kirkman,Paperback,2012.0,Fiction
18.46,54.0,The Signal and the Noise: Why So Many Predictions Fail-But Some Don't,"1,939",4.5,Nate Silver,Hardcover,2012.0,Non Fiction
7.07,55.0,How to Tell If Your Cat Is Plotting to Kill You (The Oatmeal) (Volume 2),"10,687",4.5,The Oatmeal,Paperback,2012.0,Fiction
24.31,56.0,A Dance with Dragons (A Song of Ice and Fire),"17,252",4.5,George R. R. Martin,Hardcover,2012.0,Fiction
15.84,57.0,America Again: Re-becoming the Greatness We Never Weren't,604,4.3,Stephen Colbert,Hardcover,2012.0,Non Fiction
5.52,58.0,LEGO NINJAGO: Character Encyclopedia,887,4.5,DK Publishing,Hardcover,2012.0,Fiction
18.52,59.0,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"19,371",4.6,Chris Kyle,Hardcover,2012.0,Non Fiction
15.71,60.0,Outliers: The Story of Success,"22,209",4.7,Malcolm Gladwell,Paperback,2012.0,Non Fiction
22.99,61.0,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,860,4.5,Doug Lemov,Paperback,2012.0,Non Fiction
8.78,62.0,Bared to You,"14,707",4.4,Sylvia Day,Paperback,2012.0,Fiction
7.74,63.0,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),"86,676",4.7,Don Miguel Ruiz,Paperback,2012.0,Non Fiction
15.64,64.0,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow","2,349",4.5,Tom Rath,Hardcover,2012.0,Non Fiction
16.97,65.0,The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,"3,104",4.3,Mike Moreno,Hardcover,2012.0,Non Fiction
16.48,66.0,Crazy Love: Overwhelmed by a Relentless God,"1,920",4.7,Francis Chan,Paperback,2012.0,Non Fiction
14.35,67.0,Go the F**k to Sleep,"20,243",4.8,Adam Mansbach,Hardcover,2012.0,Fiction
27.99,68.0,Bring Up the Bodies,"8,622",4.5,Hilary Mantel,Hardcover,2012.0,Fiction
11.55,69.0,"Great by Choice: Uncertainty, Chaos, and Luck--Why Some Thrive Despite Them All (Good to Great, 5)","1,281",4.6,Jim Collins,Hardcover,2012.0,Non Fiction
21.9,70.0,Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss,"9,950",4.5,Joel Fuhrman MD,Mass Market Paperback,2012.0,Non Fiction
17.0,71.0,"Reflected in You (Crossfire, Book 2)","12,620",4.6,Sylvia Day,Paperback,2012.0,Fiction
16.13,72.0,Who Moved My Cheese,"16,756",4.6,Spencer Johnson,Hardcover,2012.0,Fiction
6.99,73.0,The Book Thief,"34,536",4.7,Markus Zusak,Paperback,2012.0,Fiction
24.33,74.0,A Guide to the Project Management Body of Knowledge,726,4.4,Project Management Institute,Paperback,2012.0,Non Fiction
16.0,75.0,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity","3,845",4.3,Katherine Boo,Hardcover,2012.0,Non Fiction
14.85,76.0,"Deadlocked (Sookie Stackhouse/True Blood, Book 12)","4,372",4.5,Charlaine Harris,Hardcover,2012.0,Fiction
20.97,77.0,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition","9,891",4.7,Kerry Patterson,Paperback,2012.0,Non Fiction
8.69,78.0,Forks Over Knives: The Plant-Based Way to Health. The #1 New York Times Bestseller,"2,800",4.5,Gene Stone,Paperback,2012.0,Non Fiction
15.79,79.0,The Jesus Storybook Bible: Every Story Whispers His Name,"11,859",4.9,Sally Lloyd-Jones,Hardcover,2012.0,Non Fiction
14.76,80.0,Notorious Nineteen: A Stephanie Plum Novel,"8,075",4.6,Janet Evanovich,Hardcover,2012.0,Fiction
19.87,81.0,"The 4-Hour Chef: The Simple Path to Cooking Like a Pro, Learning Anything, and Living the Good Life","2,827",4.5,Timothy Ferriss,Hardcover,2012.0,Non Fiction
11.99,82.0,Cloud Atlas,"5,824",4.3,David Mitchell,Paperback,2012.0,Fiction
25.0,83.0,The Alchemist,"3,816",4.7,Paulo Coelho,Paperback,2012.0,Fiction
22.6,84.0,The Hunger Games,"42,770",4.7,Suzanne Collins,Hardcover,2012.0,Fiction
13.0,85.0,"Help, Thanks, Wow: The Three Essential Prayers","2,022",4.6,Anne Lamott,Hardcover,2012.0,Non Fiction
9.67,86.0,Wonder,"35,698",4.8,R. J. Palacio,Hardcover,2012.0,Fiction
22.97,87.0,"Stop Living In This Land, Go To The Everlasting World Of Happiness, Live There Forever",50,3.8,Woo Myung,Hardcover,2012.0,Non Fiction
9.29,88.0,"To Heaven and Back: A Doctor's Extraordinary Account of Her Death, Heaven, Angels, and Life Again: A True Story","4,826",4.5,Mary C. Neal,Paperback,2012.0,Non Fiction
9.79,89.0,"Forks Over Knives: The Cookbook. A New York Times Bestseller: Over 300 Simple and Delicious Plant-Based Recipes to Help You Lose Weight, Be Healthier, and Feel Better Every Day","13,075",4.5,Del Sroufe,Paperback,2012.0,Non Fiction
12.55,90.0,Catching Fire (Hunger Games),"32,459",4.7,Suzanne Collins,Paperback,2012.0,Fiction
19.81,91.0,"A Memory of Light (Wheel of Time, Book 14) (Wheel of Time, 14)","13,061",4.8,Robert Jordan,Hardcover,2012.0,Fiction
4.89,92.0,"Cabin Fever (Diary of a Wimpy Kid, Book 6)","11,127",4.8,Jeff Kinney,Hardcover,2012.0,Fiction
15.98,93.0,The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,"11,732",4.6,Sean Covey,Paperback,2012.0,Non Fiction
26.43,94.0,The Passage of Power: The Years of Lyndon Johnson,"1,511",4.8,Robert A. Caro,Hardcover,2012.0,Non Fiction
14.52,95.0,The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,"5,477",4.8,Ree Drummond,Hardcover,2012.0,Non Fiction
23.95,96.0,"Divine Healing Hands: Experience Divine Power to Heal You, Animals, and Nature, and to Transform All Life (Soul Power)",153,4.6,Zhi Gang Sha Dr.,Hardcover,2012.0,Non Fiction
24.0,97.0,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health","5,331",4.7,Thomas Campbell,Paperback,2012.0,Non Fiction
20.26,99.0,The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God,"6,212",4.8,Timothy Keller,Hardcover,2012.0,Non Fiction
5.49,100.0,Night (Night),"8,573",4.7,Elie Wiesel,Paperback,2012.0,Non Fiction
18.29,1.0,StrengthsFinder 2.0,"7,082",4.1,Gallup,Hardcover,2013.0,Non Fiction
16.2,2.0,"Lean In: Women, Work, and the Will to Lead","8,182",4.5,Sheryl Sandberg,Hardcover,2013.0,Non Fiction
13.85,3.0,"Diary of a Wimpy Kid: Hard Luck, Book 8","12,470",4.8,Jeff Kinney,Hardcover,2013.0,Fiction
10.25,4.0,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),"9,349",4.9,Rush Limbaugh,Hardcover,2013.0,Fiction
7.53,5.0,"Jesus Calling, Padded Hardcover, with Scripture references","31,196",4.9,Sarah Young,Hardcover,2013.0,Non Fiction
13.59,6.0,Inferno,"35,546",4.2,Dan Brown,Hardcover,2013.0,Fiction
12.2,7.0,"The House of Hades (Heroes of Olympus, Book 4)","15,237",4.8,Rick Riordan,Hardcover,2013.0,Fiction
11.87,8.0,"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]","7,789",4.7,Charles Krauthammer,Hardcover,2013.0,Non Fiction
6.79,9.0,The Great Gatsby: The Only Authorized Edition,"18,656",4.5,F. Scott Fitzgerald,Paperback,2013.0,Fiction
18.44,10.0,Killing Jesus (Bill O'Reilly's Killing Series),"13,007",4.5,Bill O'Reilly,Hardcover,2013.0,Non Fiction
12.79,11.0,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,"16,915",4.4,Eben Alexander,Paperback,2013.0,Non Fiction
144.0,12.0,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5","12,114",4.7,American Psychiatric Association,Paperback,2013.0,Non Fiction
41.0,13.0,The Official SAT Study Guide,"1,526",4.4,The College Board,Paperback,2013.0,Non Fiction
11.06,14.0,The Fault in Our Stars,"62,087",4.7,John Green,Hardcover,2013.0,Fiction
6.99,15.0,The Book Thief,"34,536",4.7,Markus Zusak,Paperback,2013.0,Fiction
9.67,16.0,Wonder,"35,698",4.8,R. J. Palacio,Hardcover,2013.0,Fiction
23.99,17.0,The 5 Love Languages: The Secret to Love That Lasts,"7,012",4.7,Gary Chapman,Paperback,2013.0,Non Fiction
24.29,18.0,"Publication Manual of the American Psychological Association, 6th Edition","12,674",4.5,American Psychological Association,Paperback,2013.0,Non Fiction
8.0,19.0,Divergent,"9,701",4.7,Veronica Roth,Paperback,2013.0,Fiction
4.99,20.0,Laugh-Out-Loud Jokes for Kids,"10,751",4.6,Rob Elliott,Paperback,2013.0,Non Fiction
8.48,21.0,"Oh, the Places You'll Go!Â Â ","42,848",4.9,Dr. Seuss,Hardcover,2013.0,Fiction
16.6,22.0,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants","7,251",4.5,Malcolm Gladwell,Hardcover,2013.0,Non Fiction
54.98,23.0,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,"6,354",4.6,George R.R. Martin,Mass Market Paperback,2013.0,Fiction
12.04,24.0,Allegiant,"24,591",3.9,Veronica Roth,Hardcover,2013.0,Fiction
12.33,25.0,And the Mountains Echoed,"17,303",4.4,Khaled Hosseini,Hardcover,2013.0,Fiction
15.38,26.0,Humans of New York,"5,377",4.8,Brandon Stanton,Hardcover,2013.0,Non Fiction
32.0,27.0,The Legend of Zelda: Hyrule Historia,"9,588",4.9,Patrick Thorpe,Hardcover,2013.0,Fiction
16.0,28.0,Doctor Sleep: A Novel,"23,805",4.7,Stephen King,Hardcover,2013.0,Fiction
4.44,29.0,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),"5,687",4.5,Rob Elliott,Paperback,2013.0,Fiction
